delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_rating,delivery_cost,Delivery_Status
ecom express,automobile parts,truck,same day,north,stormy,221.3,23.95,3,1278.35,delayed
dhl,clothing,ev bike,two day,north,clear,173.3,16.05,4,914.65,delivered
dhl,pharmacy,bike,standard,north,stormy,291.3,37.13,4,1567.89,delivered
shadowfax,electronics,ev van,same day,west,stormy,60.5,34.14,2,504.92,delayed
dhl,documents,scooter,two day,north,rainy,199.9,27.08,4,1080.74,delivered
amazon logistics,fragile items,van,two day,north,stormy,15.5,47.56,3,220.18,delivered
dhl,pharmacy,scooter,express,central,clear,21.0,32.97,4,253.91,delivered
amazon logistics,groceries,ev van,same day,north,stormy,3.6,48.9,4,256.7,delivered
dhl,automobile parts,ev bike,express,north,foggy,95.9,26.14,2,607.92,delayed
ekart,cosmetics,ev van,standard,east,foggy,9.9,27.41,5,131.73,delivered
ecom express,electronics,van,express,south,cold,259.7,18.81,2,1404.93,delayed
fedex,electronics,truck,express,north,cold,151.6,3.21,5,817.63,delivered
xpressbees,pharmacy,truck,two day,west,rainy,213.7,48.33,4,1213.49,delivered
shadowfax,fragile items,scooter,express,east,stormy,209.5,28.96,2,1184.38,delayed
dhl,clothing,ev van,two day,east,foggy,267.4,16.11,4,1385.33,delivered
ecom express,furniture,ev van,two day,south,cold,31.7,3.61,5,169.33,delivered
dhl,fragile items,ev van,same day,west,cold,14.0,7.16,3,191.48,delivered
ecom express,fragile items,van,express,east,hot,214.2,48.57,2,1266.71,delayed
dhl,pharmacy,bike,express,east,stormy,246.6,18.67,2,1339.01,delayed
delhivery,automobile parts,bike,two day,central,cold,4.5,41.24,3,146.22,delivered
delhivery,automobile parts,truck,express,east,stormy,162.8,10.67,3,896.01,delayed
ecom express,fragile items,ev bike,express,central,stormy,120.3,4.81,2,665.93,delayed
fedex,cosmetics,ev bike,express,central,rainy,273.5,41.25,3,1541.25,delayed
dhl,automobile parts,ev bike,express,north,hot,209.6,34.23,5,1200.69,delivered
amazon logistics,electronics,ev bike,express,south,cold,294.3,46.87,3,1632.7206,delayed
shadowfax,electronics,ev van,standard,west,stormy,106.2,39.43,5,649.29,delivered
shadowfax,furniture,ev van,two day,north,hot,43.2,26.07,4,294.21,delivered
xpressbees,cosmetics,van,two day,west,rainy,224.0,33.47,3,1220.41,delivered
blue dart,automobile parts,ev bike,same day,east,clear,225.5,41.1,3,1350.8,delayed
delhivery,cosmetics,scooter,two day,south,foggy,126.8,48.0,5,778.0,delivered
xpressbees,documents,ev bike,express,east,clear,58.0,17.61,4,392.83,delivered
delhivery,automobile parts,bike,same day,south,cold,24.3,41.44,4,345.82,delivered
xpressbees,electronics,bike,two day,east,stormy,192.5,14.72,3,1006.66,delivered
blue dart,electronics,scooter,standard,west,hot,60.4,29.31,5,389.93,delivered
ekart,cosmetics,truck,standard,east,rainy,23.4,31.09,3,210.27,delivered
xpressbees,automobile parts,ev van,two day,central,stormy,191.5,0.67,5,958.4,delivered
shadowfax,furniture,truck,standard,east,clear,187.6,33.06,4,1037.18,delivered
amazon logistics,clothing,truck,two day,central,cold,159.6,25.24,3,873.72,delivered
shadowfax,electronics,ev bike,express,east,hot,227.1,17.99,5,1239.47,delivered
delhivery,automobile parts,ev van,same day,central,rainy,107.8,36.06,2,747.18,delayed
amazon logistics,documents,truck,two day,central,cold,155.7,33.5,4,879.0,delivered
blue dart,pharmacy,ev bike,same day,central,stormy,286.2,32.14,2,1627.42,delayed
blue dart,documents,van,standard,north,foggy,81.5,21.98,3,473.44,delivered
amazon logistics,clothing,ev van,same day,north,stormy,38.6,8.5,5,318.5,delivered
blue dart,cosmetics,van,standard,central,rainy,115.7,34.9,5,683.2,delivered
fedex,cosmetics,ev van,two day,west,foggy,151.6,48.12,5,902.36,delivered
fedex,furniture,ev van,express,east,clear,241.7,38.77,2,1374.81,delayed
xpressbees,furniture,ev van,two day,west,clear,146.6,14.36,5,776.08,delivered
delhivery,furniture,scooter,two day,north,hot,197.9,18.98,3,1046.44,delivered
delhivery,pharmacy,van,express,east,stormy,180.2,26.91,2,1031.73,delayed
dhl,fragile items,ev bike,express,north,clear,136.2,45.88,3,868.64,delayed
fedex,cosmetics,ev van,two day,west,foggy,239.7,42.52,3,1326.06,delivered
amazon logistics,documents,truck,same day,east,hot,36.5,12.85,5,321.05,delivered
shadowfax,documents,ev bike,same day,west,clear,226.1,14.15,4,1272.95,delivered
blue dart,cosmetics,van,two day,west,cold,188.2,42.97,4,1069.91,delivered
ecom express,pharmacy,ev van,express,central,rainy,283.7,34.87,1,1573.11,failed
fedex,groceries,van,same day,east,foggy,87.6,40.36,3,659.08,delivered
ecom express,fragile items,truck,express,central,stormy,52.2,2.75,2,319.25,delayed
ecom express,groceries,truck,standard,east,hot,87.8,34.23,5,541.69,delivered
delhivery,groceries,ev van,express,west,foggy,73.4,44.65,2,550.95,failed
fedex,pharmacy,ev bike,standard,south,clear,258.7,27.26,4,1375.28,delivered
dhl,clothing,ev van,two day,east,stormy,193.0,37.9,4,1078.7,delivered
fedex,cosmetics,bike,express,west,foggy,152.8,5.76,3,831.28,delayed
ekart,automobile parts,scooter,two day,central,rainy,224.3,41.0,4,1244.5,delivered
shadowfax,automobile parts,ev van,two day,central,foggy,19.4,2.83,3,105.49,delivered
fedex,furniture,bike,express,south,clear,114.2,26.15,3,699.45,delayed
blue dart,documents,ev bike,two day,east,stormy,104.8,10.13,5,554.39,delivered
ekart,furniture,truck,standard,north,hot,276.4,49.52,5,1531.82,delivered
blue dart,electronics,van,standard,west,rainy,98.3,31.7,4,586.6,delivered
amazon logistics,cosmetics,bike,two day,north,foggy,90.9,49.52,5,604.02,delivered
xpressbees,groceries,bike,express,north,stormy,282.1,37.56,1,1573.18,failed
dhl,clothing,ev van,standard,west,cold,248.2,24.43,4,1314.29,delivered
dhl,furniture,bike,standard,east,hot,221.9,45.54,5,1246.12,delivered
delhivery,cosmetics,ev bike,two day,north,cold,17.7,13.18,5,128.04,delivered
ekart,documents,bike,express,west,clear,75.1,48.79,5,571.87,delivered
ecom express,groceries,van,express,west,rainy,60.2,7.65,2,373.95,delayed
delhivery,automobile parts,bike,express,central,cold,255.0,25.6,1,1401.8,failed
blue dart,cosmetics,truck,standard,central,rainy,280.5,43.7,3,1533.6,delivered
amazon logistics,fragile items,bike,two day,east,hot,203.5,31.0,4,1110.5,delivered
fedex,furniture,truck,standard,central,clear,256.6,40.5,4,1404.5,delivered
delhivery,furniture,ev van,express,east,cold,144.2,29.48,3,859.44,delayed
fedex,furniture,ev bike,two day,west,rainy,41.5,24.35,5,280.55,delivered
xpressbees,furniture,truck,standard,north,hot,221.9,40.07,5,1229.71,delivered
dhl,clothing,ev van,same day,east,hot,265.1,18.74,5,1481.72,delivered
dhl,electronics,ev bike,same day,south,hot,259.8,34.86,2,1503.58,delayed
shadowfax,fragile items,ev bike,same day,central,rainy,62.3,3.11,5,420.83,delivered
shadowfax,furniture,truck,two day,west,clear,288.1,14.04,4,1482.62,delivered
ecom express,furniture,van,standard,west,cold,133.1,47.31,4,807.43,delivered
ekart,pharmacy,truck,express,west,foggy,148.7,22.04,3,859.62,delivered
ekart,groceries,bike,express,west,hot,149.1,32.27,3,892.31,delivered
blue dart,automobile parts,ev van,two day,north,rainy,68.3,6.91,5,362.23,delivered
shadowfax,furniture,ev van,express,south,cold,147.8,1.59,2,793.77,delayed
fedex,furniture,scooter,express,central,hot,174.2,19.89,5,980.67,delivered
dhl,furniture,ev bike,express,west,stormy,280.7,9.43,2,1481.79,delayed
xpressbees,clothing,ev bike,same day,central,stormy,288.1,21.15,1,1603.95,failed
dhl,clothing,ev van,same day,north,clear,67.8,19.14,4,496.42,delivered
blue dart,clothing,ev van,same day,north,stormy,42.4,29.67,4,401.01,delivered
fedex,documents,ev bike,same day,west,rainy,64.0,37.25,3,531.75,delivered
dhl,clothing,ev van,two day,north,foggy,93.0,19.31,5,522.93,delivered
dhl,documents,scooter,two day,north,stormy,162.6,30.79,5,905.37,delivered
fedex,automobile parts,van,same day,south,clear,136.2,4.49,3,794.47,delivered
ecom express,groceries,bike,two day,west,hot,3.8,12.01,5,95.6674,delivered
blue dart,fragile items,ev van,express,central,rainy,15.7,41.1,1,251.8,failed
ekart,groceries,scooter,standard,central,foggy,219.2,40.2,5,1216.6,delivered
shadowfax,fragile items,truck,two day,east,stormy,247.1,13.49,5,1275.97,delivered
delhivery,cosmetics,bike,two day,west,clear,236.3,47.74,5,1324.72,delivered
blue dart,fragile items,scooter,standard,south,rainy,3.6,46.17,4,150.51,delivered
shadowfax,documents,ev bike,express,west,rainy,139.3,40.44,3,867.82,delayed
fedex,electronics,scooter,express,central,clear,280.6,14.43,3,1496.29,delayed
shadowfax,documents,truck,same day,west,hot,297.1,14.96,3,1632.7206,delayed
blue dart,cosmetics,van,express,north,clear,294.0,27.54,3,1602.62,delayed
amazon logistics,pharmacy,truck,same day,south,clear,263.5,12.51,2,1455.03,delayed
fedex,cosmetics,scooter,same day,central,cold,192.0,30.41,5,1151.23,delivered
blue dart,automobile parts,van,two day,west,stormy,262.7,21.73,3,1378.69,delayed
ekart,documents,bike,two day,central,rainy,273.2,19.38,5,1424.14,delivered
ekart,groceries,truck,express,north,hot,173.9,36.3,2,1028.4,delayed
fedex,furniture,bike,same day,south,cold,41.2,27.62,3,388.86,delivered
fedex,clothing,ev bike,same day,east,foggy,53.3,10.03,3,396.59,delivered
dhl,pharmacy,ev van,express,west,clear,205.9,14.11,4,1121.83,delivered
fedex,electronics,van,two day,north,stormy,191.2,32.75,5,1054.25,delivered
ecom express,automobile parts,ev van,standard,west,foggy,125.9,1.21,5,633.13,delivered
ecom express,electronics,van,two day,west,rainy,34.3,48.78,4,317.84,delivered
fedex,electronics,ev van,two day,east,foggy,66.8,22.73,3,402.19,delivered
ecom express,clothing,truck,express,central,foggy,297.1,43.44,3,1632.7206,delayed
amazon logistics,automobile parts,truck,express,west,foggy,3.6,42.13,3,194.39,delayed
amazon logistics,fragile items,van,standard,west,rainy,249.7,34.8,5,1352.9,delivered
ekart,automobile parts,ev van,standard,east,clear,184.5,42.64,4,1050.42,delivered
dhl,fragile items,ev bike,standard,central,foggy,13.4,9.42,5,95.6674,delivered
dhl,automobile parts,van,two day,central,cold,127.9,36.94,5,750.32,delivered
delhivery,furniture,ev bike,two day,south,cold,244.6,21.31,3,1286.93,delivered
delhivery,electronics,van,two day,west,cold,185.5,38.34,5,1042.52,delivered
shadowfax,groceries,ev van,express,east,rainy,277.8,43.91,2,1570.73,delayed
dhl,clothing,van,express,central,hot,288.6,16.6,3,1542.8,delayed
amazon logistics,documents,ev bike,two day,south,clear,248.3,18.46,4,1296.88,delivered
xpressbees,cosmetics,scooter,same day,west,clear,217.9,30.91,3,1282.23,delayed
delhivery,clothing,truck,standard,south,hot,33.4,15.06,5,212.18,delivered
amazon logistics,documents,truck,two day,central,rainy,229.9,33.91,3,1251.23,delivered
fedex,groceries,truck,standard,north,cold,191.5,14.38,4,1000.64,delivered
shadowfax,electronics,van,standard,north,rainy,114.4,24.06,5,644.18,delivered
ecom express,cosmetics,bike,two day,central,stormy,236.5,49.27,4,1330.31,delivered
shadowfax,cosmetics,ev van,two day,south,cold,133.7,28.62,4,754.36,delivered
delhivery,pharmacy,scooter,same day,east,stormy,211.1,27.23,3,1237.19,delayed
blue dart,electronics,scooter,express,east,hot,213.1,27.63,3,1198.39,delivered
dhl,fragile items,ev bike,standard,west,cold,228.7,30.28,3,1234.34,delivered
delhivery,furniture,bike,express,south,foggy,105.0,27.35,2,657.05,delayed
blue dart,documents,ev bike,same day,south,foggy,56.1,14.97,5,425.41,delivered
amazon logistics,automobile parts,van,standard,central,stormy,218.6,14.88,5,1137.64,delivered
blue dart,fragile items,ev bike,same day,central,hot,119.8,44.7,5,833.1,delivered
blue dart,groceries,scooter,standard,north,hot,292.1,12.56,5,1498.18,delivered
fedex,groceries,ev bike,express,east,rainy,297.1,11.87,1,1581.61,failed
delhivery,automobile parts,ev van,standard,east,clear,283.5,5.74,5,1434.72,delivered
ekart,clothing,truck,standard,east,foggy,141.6,39.01,4,825.03,delivered
ecom express,groceries,truck,express,east,foggy,283.7,29.46,2,1556.88,delayed
shadowfax,pharmacy,truck,same day,north,stormy,12.3,6.7,3,181.6,delivered
ecom express,groceries,van,two day,central,clear,194.2,31.84,4,1066.52,delivered
dhl,documents,truck,standard,south,clear,293.4,24.54,5,1540.62,delivered
shadowfax,electronics,truck,same day,south,cold,4.6,23.73,5,194.19,delivered
ekart,documents,bike,two day,central,stormy,228.6,20.35,5,1204.05,delivered
dhl,groceries,van,express,central,foggy,178.5,46.78,2,1082.84,delayed
blue dart,fragile items,truck,two day,central,stormy,21.4,5.4,4,123.2,delivered
amazon logistics,groceries,scooter,express,south,rainy,64.2,10.94,3,403.82,delayed
blue dart,clothing,van,standard,west,rainy,41.5,1.91,5,213.23,delivered
blue dart,fragile items,van,express,north,cold,223.3,47.13,4,1307.89,delivered
fedex,groceries,truck,express,east,rainy,234.9,12.37,2,1261.61,delayed
dhl,automobile parts,scooter,same day,south,cold,292.0,3.08,3,1569.24,delayed
ekart,electronics,ev van,standard,south,clear,232.3,45.09,5,1296.77,delivered
dhl,electronics,truck,same day,central,stormy,234.9,47.94,3,1418.32,delayed
ekart,automobile parts,truck,two day,central,hot,132.3,38.41,5,776.73,delivered
ecom express,electronics,ev bike,express,north,cold,47.1,32.11,2,381.83,delayed
shadowfax,electronics,bike,standard,south,rainy,127.6,13.24,5,677.72,delivered
ecom express,pharmacy,scooter,same day,north,rainy,32.5,14.21,5,305.13,delivered
ecom express,documents,scooter,same day,central,foggy,254.3,20.11,3,1431.83,delivered
shadowfax,furniture,truck,express,south,hot,134.0,28.22,5,804.66,delivered
amazon logistics,groceries,van,two day,east,clear,238.4,23.1,5,1261.3,delivered
delhivery,documents,ev bike,two day,east,hot,285.9,41.65,4,1554.45,delivered
ecom express,furniture,ev van,standard,north,stormy,106.6,24.52,4,606.56,delivered
fedex,documents,van,same day,south,stormy,63.0,34.86,4,519.58,delivered
xpressbees,documents,scooter,same day,north,hot,74.3,17.39,3,523.67,delivered
ekart,documents,van,standard,north,foggy,223.2,18.61,3,1171.83,delivered
delhivery,clothing,van,standard,central,foggy,73.1,40.51,4,487.03,delivered
amazon logistics,furniture,van,standard,south,rainy,101.1,29.64,4,594.42,delivered
fedex,furniture,van,express,east,clear,183.5,23.6,2,1038.3,delayed
blue dart,electronics,van,express,west,stormy,134.3,3.71,2,732.63,delayed
shadowfax,furniture,van,same day,central,hot,64.7,46.06,3,561.68,delivered
delhivery,cosmetics,van,two day,east,rainy,145.3,28.95,5,813.35,delivered
fedex,electronics,van,express,central,cold,134.0,29.43,3,808.29,delayed
xpressbees,documents,scooter,two day,east,clear,196.8,18.51,5,1039.53,delivered
xpressbees,automobile parts,truck,same day,north,cold,121.8,36.07,4,817.21,delivered
fedex,groceries,van,two day,central,cold,242.8,21.61,3,1278.83,delivered
dhl,electronics,scooter,express,south,clear,71.6,12.39,3,445.17,delivered
amazon logistics,furniture,ev bike,same day,west,hot,152.1,31.99,5,956.47,delivered
blue dart,groceries,ev van,two day,central,clear,240.6,30.88,5,1295.64,delivered
delhivery,clothing,van,two day,central,rainy,81.3,7.75,5,429.75,delivered
blue dart,electronics,truck,express,west,hot,71.7,27.88,4,492.14,delivered
amazon logistics,fragile items,ev van,express,south,clear,172.4,45.6,5,1048.8,delivered
fedex,fragile items,scooter,standard,west,rainy,162.2,20.28,4,871.84,delivered
delhivery,cosmetics,scooter,same day,east,rainy,285.7,26.39,3,1607.67,delayed
blue dart,electronics,van,same day,west,clear,241.7,9.47,3,1336.91,delivered
delhivery,fragile items,van,express,south,stormy,92.8,35.92,3,621.76,delayed
amazon logistics,furniture,van,standard,west,stormy,43.5,10.53,4,249.09,delivered
fedex,furniture,truck,two day,east,hot,76.0,31.26,5,473.78,delivered
delhivery,fragile items,scooter,two day,central,hot,122.0,42.84,4,738.52,delivered
blue dart,groceries,truck,two day,north,foggy,28.0,23.44,4,210.32,delivered
shadowfax,documents,bike,express,west,foggy,80.9,14.7,3,498.6,delayed
shadowfax,documents,ev van,same day,east,cold,240.9,42.87,2,1433.11,failed
amazon logistics,automobile parts,scooter,two day,east,clear,173.7,8.47,5,893.91,delivered
delhivery,furniture,scooter,two day,east,rainy,12.6,16.5,4,112.5,delivered
delhivery,pharmacy,bike,express,north,rainy,3.7,2.57,2,95.6674,delayed
delhivery,pharmacy,van,two day,east,cold,116.0,21.88,4,645.64,delivered
dhl,clothing,ev van,same day,east,rainy,13.6,3.89,4,179.67,delivered
xpressbees,groceries,truck,standard,south,stormy,92.9,17.44,4,516.82,delivered
shadowfax,automobile parts,ev bike,standard,central,foggy,69.8,32.09,3,445.27,delivered
blue dart,clothing,truck,express,south,hot,145.4,33.14,4,876.42,delivered
shadowfax,automobile parts,van,two day,east,foggy,167.2,44.39,3,969.17,delivered
shadowfax,documents,ev bike,same day,south,stormy,205.5,43.84,3,1259.02,delivered
blue dart,documents,van,same day,east,clear,127.7,38.88,4,855.14,delivered
xpressbees,electronics,ev bike,same day,east,cold,180.4,17.45,4,1054.35,delivered
dhl,pharmacy,ev van,two day,west,clear,185.3,1.81,5,931.93,delivered
delhivery,documents,bike,same day,south,clear,100.0,21.54,5,664.62,delivered
dhl,furniture,scooter,express,south,foggy,88.5,21.42,3,556.76,delayed
xpressbees,pharmacy,ev bike,express,west,foggy,200.5,4.52,2,1066.06,delayed
xpressbees,pharmacy,bike,same day,west,foggy,68.5,0.81,4,444.93,delivered
ekart,automobile parts,ev bike,standard,east,rainy,19.5,23.17,5,167.01,delivered
xpressbees,pharmacy,scooter,two day,east,rainy,17.0,45.3,3,220.9,delivered
dhl,clothing,truck,two day,north,rainy,101.2,27.32,4,587.96,delivered
fedex,cosmetics,truck,express,east,foggy,293.1,15.61,3,1562.33,delayed
